"","state_name","state_postal","KWH","DOLLAREL","HDD65","CDD65","UATYP10","TYPEHUQ","MONEYPY","ENERGYASST20","BA_climate","DIVISION","YEARMADERANGE","KOWNRENT","COOLCNTL","HEATCNTL","LGTINLED","SMARTMETER","TYPETHERM","ATHOME"
"198","South Carolina","SC",4723.78,684.8,1245,2645,"U",5,11,-2,"Hot-Humid","South Atlantic",9,2,2,2,2,-4,2,0
"199","Arkansas","AR",6520.24,846.55,2270,2072,"C",5,1,1,"Hot-Humid","West South Central",4,2,1,3,0,0,2,5
"200","Tennessee","TN",13003.05,1450.84,4411,961,"R",2,4,-2,"Mixed-Humid","East South Central",4,1,1,1,4,1,1,5
"201","Colorado","CO",4580.74,643.17,6374,548,"U",2,7,-2,"Cold","Mountain North",9,2,-2,1,2,-4,2,0
"202","Iowa","IA",3235.59,431.33,6016,950,"U",2,6,-2,"Cold","West North Central",3,1,4,1,0,0,1,2
"203","West Virginia","WV",29293.75,3641.52,4197,1218,"R",2,15,-2,"Mixed-Humid","South Atlantic",1,1,2,2,2,0,2,5
"204","Tennessee","TN",6063.07,772.14,3349,1647,"U",5,5,-2,"Mixed-Humid","East South Central",8,2,1,1,1,0,2,5
"205","North Carolina","NC",8906.54,945.54,2622,1762,"U",5,15,-2,"Mixed-Humid","South Atlantic",8,2,2,2,2,-4,2,5
"206","Kentucky","KY",24897.41,2699.38,3861,1430,"R",2,16,-2,"Mixed-Humid","East South Central",6,1,1,1,4,-4,1,0
"207","Colorado","CO",7126.37,725.96,5500,1026,"U",2,15,-2,"Cold","Mountain North",2,1,1,1,4,0,2,5
"208","Oregon","OR",9731.21,1060.36,4867,7,"R",1,1,-2,"Marine","Pacific",7,1,-2,1,3,0,2,5
"209","Alabama","AL",13844.35,1441.04,2862,1660,"U",4,12,-2,"Mixed-Humid","East South Central",7,2,1,1,0,-4,2,0
"210","Montana","MT",3761.24,486.71,8519,24,"R",2,6,-2,"Cold","Mountain North",5,1,-2,2,0,0,1,5
"211","Hawaii","HI",17556.62,1261.56,0,4839,"U",2,11,-2,"Hot-Humid","Pacific",4,1,4,-2,2,-4,0,5
"212","Ohio","OH",10644.03,1332.66,4954,1149,"U",2,13,-2,"Cold","East North Central",1,1,1,1,1,0,1,5
"213","New Mexico","NM",6157.78,794.83,3828,1691,"U",2,10,-2,"Mixed-Dry","Mountain South",4,1,4,1,4,-4,1,5
"214","Wyoming","WY",11748.83,1271.24,8162,77,"C",2,14,-2,"Cold","Mountain North",5,1,-2,1,2,-4,2,5
"215","New Hampshire","NH",8982.68,539.69,6045,823,"R",2,7,-2,"Cold","New England",2,1,1,1,2,0,0,5
"216","California","CA",4150.23,539.2,1073,1278,"U",4,4,1,"Hot-Dry","Pacific",1,2,4,4,1,1,0,5
"217","Illinois","IL",10943.56,2016.6,5920,823,"R",2,13,-2,"Cold","East North Central",7,1,1,1,4,1,1,3
"218","Indiana","IN",4162.2,760.84,5813,809,"C",2,7,-2,"Cold","East North Central",2,1,2,2,1,-4,2,5
"219","California","CA",4303.67,1238.31,1189,1451,"U",2,14,-2,"Hot-Dry","Pacific",6,2,2,2,2,1,1,0
"220","Indiana","IN",14989.43,2307.54,4325,1234,"R",2,16,-2,"Mixed-Humid","East North Central",4,1,2,2,3,0,2,4
"221","Minnesota","MN",7907.59,1235.26,7279,849,"U",5,15,-2,"Cold","West North Central",8,2,4,1,4,0,2,5
"222","Massachusetts","MA",13486.07,2822.58,5229,919,"U",2,16,-2,"Cold","New England",1,1,5,2,1,1,1,3
"223","California","CA",5462.85,596.73,1233,2424,"U",2,9,-2,"Hot-Dry","Pacific",5,1,-2,1,3,-4,1,5
"224","Wyoming","WY",3586.78,471.19,7180,765,"R",2,13,-2,"Cold","Mountain North",1,1,4,1,3,0,2,5
"225","Texas","TX",38768.89,4017.52,1825,2710,"U",2,13,-2,"Hot-Humid","West South Central",4,1,1,1,1,1,1,5
"226","Massachusetts","MA",3156.84,862.22,5257,928,"U",2,11,-2,"Cold","New England",6,1,5,2,3,-4,2,5
"227","Pennsylvania","PA",10590.25,1395.08,5338,1040,"U",2,13,-2,"Cold","Middle Atlantic",1,2,1,1,4,-4,1,5
"228","Mississippi","MS",8322.46,1093.43,2789,1819,"C",2,14,-2,"Mixed-Humid","East South Central",7,1,-2,1,2,-4,1,2
"229","Texas","TX",8741.49,1442.32,1157,3240,"R",2,14,-2,"Hot-Humid","West South Central",6,1,1,1,2,0,1,5
"230","New York","NY",4175.83,593.24,6004,826,"C",2,8,-2,"Cold","Middle Atlantic",1,1,4,2,1,0,1,5
"231","Alabama","AL",13904.22,1914.53,2293,1968,"U",2,13,-2,"Mixed-Humid","East South Central",3,1,-2,1,4,1,2,2
"232","Kentucky","KY",17069.57,1876.78,4020,1357,"U",2,15,-2,"Mixed-Humid","East South Central",7,1,1,1,1,0,2,3
"233","Ohio","OH",9730.29,1158.97,5276,969,"U",2,14,-2,"Cold","East North Central",5,1,1,1,3,-4,2,5
"234","Michigan","MI",5380.05,988.02,6072,826,"U",2,15,-2,"Cold","East North Central",3,1,1,1,2,-4,3,5
"235","California","CA",9274.48,1815.51,2299,492,"C",2,8,-2,"Marine","Pacific",4,1,-2,4,3,-4,1,5
"236","Connecticut","CT",2514.64,2036.29,4777,1062,"U",5,2,-2,"Cold","New England",6,2,2,2,3,0,1,4
"237","New York","NY",18758.71,4159.73,4737,1008,"U",2,16,-2,"Mixed-Humid","Middle Atlantic",2,1,1,1,4,0,3,5
"238","Washington","WA",18086.94,2233.86,4288,269,"U",2,13,-2,"Marine","Pacific",3,1,-2,4,2,-4,1,5
"239","Washington","WA",21980.29,1252.04,5056,864,"R",1,11,-2,"Cold","Pacific",6,2,1,1,2,0,1,5
"240","Arkansas","AR",9510.16,955.85,3087,1759,"R",2,13,-2,"Mixed-Humid","West South Central",5,1,3,3,4,-4,3,5
"241","South Dakota","SD",12045.8,1606.97,6641,745,"U",2,11,-2,"Cold","West North Central",3,1,3,3,1,1,2,5
"242","Oregon","OR",3202.68,511.15,4481,322,"U",5,9,-2,"Marine","Pacific",8,2,4,4,2,-4,1,5
"243","Massachusetts","MA",5873.39,1504.58,6119,762,"U",2,14,-2,"Cold","New England",2,1,2,1,2,0,3,0
"244","Florida","FL",19272.07,2138.19,319,4446,"U",2,14,-2,"Hot-Humid","South Atlantic",4,2,1,1,3,-4,2,0
"245","New Jersey","NJ",6330.98,1177.43,4530,1184,"U",2,13,-2,"Mixed-Humid","Middle Atlantic",3,1,4,2,2,1,2,5
"246","Colorado","CO",17034.82,1882.38,5483,1066,"U",2,16,-2,"Cold","Mountain North",4,1,4,1,2,-4,1,5
"247","North Carolina","NC",14743.54,1665.62,2661,1799,"U",2,14,-2,"Mixed-Humid","South Atlantic",9,1,1,1,4,-4,2,0
"248","Oregon","OR",18268.6,2290.96,4419,343,"U",5,12,1,"Marine","Pacific",6,2,4,4,4,0,0,5
"249","New York","NY",1825.22,637.04,4202,1361,"U",5,16,-2,"Mixed-Humid","Middle Atlantic",2,2,4,5,1,-4,0,5
"250","Texas","TX",16570.57,1890.21,1831,2855,"U",2,12,-2,"Hot-Humid","West South Central",7,1,3,3,1,-4,2,5
"251","New York","NY",3912.62,630.6,6266,722,"R",2,4,-2,"Cold","Middle Atlantic",3,1,-2,1,2,0,1,5
"252","Alabama","AL",8818.31,1295.46,2109,2183,"U",4,7,-2,"Mixed-Humid","East South Central",4,1,2,2,4,-4,2,5
"253","Connecticut","CT",9862.03,2204.49,4674,1083,"U",2,13,-2,"Cold","New England",3,1,3,3,2,-4,2,5
"254","Colorado","CO",6327.95,856.61,5632,871,"U",4,6,-2,"Cold","Mountain North",3,2,4,1,0,0,1,5
"255","North Carolina","NC",4063.42,536.92,2836,1611,"U",3,14,-2,"Mixed-Humid","South Atlantic",5,1,2,2,2,0,1,5
"256","Texas","TX",7701.53,943.36,2079,3184,"U",3,11,-2,"Hot-Dry","West South Central",2,2,4,1,0,-4,0,2
"257","Pennsylvania","PA",8698.25,702.73,4196,1359,"U",3,14,-2,"Mixed-Humid","Middle Atlantic",1,1,1,1,3,-4,1,5
"258","Iowa","IA",6291.51,738.73,6026,949,"U",2,7,-2,"Cold","West North Central",3,1,1,2,4,0,2,5
"259","Oregon","OR",8245.63,928.54,4918,204,"C",2,10,-2,"Marine","Pacific",4,1,3,3,3,1,2,5
"260","Georgia","GA",25188.91,2340.57,1353,2727,"R",2,13,-2,"Hot-Humid","South Atlantic",6,1,3,3,1,1,2,5
"261","Tennessee","TN",9374.04,1175.99,3851,1096,"U",2,8,-2,"Mixed-Humid","East South Central",3,1,1,1,1,-4,3,4
"262","Nevada","NV",4624.83,667.96,1804,4183,"U",5,14,-2,"Hot-Dry","Mountain South",9,2,4,4,1,1,3,5
"263","California","CA",14021.69,2098.71,2156,1912,"U",2,13,-2,"Hot-Dry","Pacific",2,1,1,1,1,1,2,5
"264","Michigan","MI",7450.96,1143.27,6023,742,"R",2,9,-2,"Cold","East North Central",5,1,2,2,2,-4,1,4
"265","Pennsylvania","PA",12634.27,1772.72,5764,625,"R",2,13,-2,"Cold","Middle Atlantic",2,2,1,1,4,0,1,5
"266","Delaware","DE",17303.1,2197.88,4243,1245,"U",2,15,-2,"Mixed-Humid","South Atlantic",6,1,3,3,2,-4,3,5
"267","Missouri","MO",4785.22,816.17,4318,1319,"C",2,6,-2,"Mixed-Humid","West North Central",3,1,1,4,2,1,0,5
"268","Maryland","MD",5789.59,896.86,4219,1189,"U",3,16,-2,"Mixed-Humid","South Atlantic",5,1,3,3,1,1,3,5
"269","Minnesota","MN",5763.07,886.1,7628,692,"R",4,13,-2,"Cold","West North Central",7,2,1,1,2,-4,1,5
"270","Idaho","ID",10569.54,1017.99,7014,580,"R",2,13,-2,"Cold","Mountain North",6,1,2,4,2,0,0,5
"271","New York","NY",7523.24,2005.94,4247,1337,"U",2,16,-2,"Mixed-Humid","Middle Atlantic",1,1,4,2,1,-4,1,5
"272","Iowa","IA",9049.78,1581.11,7694,581,"R",2,16,-2,"Cold","West North Central",2,1,4,1,2,0,1,5
"273","Arizona","AZ",10191.83,1243.02,1184,4663,"U",1,4,-2,"Hot-Dry","Mountain South",5,1,1,1,1,1,2,3
"274","Virginia","VA",28188.9,3282.24,3474,1631,"U",2,16,-2,"Mixed-Humid","South Atlantic",7,1,3,3,1,-4,3,5
"275","Kentucky","KY",16700.69,1759.98,4603,1160,"U",5,13,-2,"Mixed-Humid","East South Central",6,1,1,1,0,0,2,4
"276","California","CA",6597.57,434.21,2452,1969,"R",2,14,-2,"Hot-Dry","Pacific",7,1,3,3,1,1,3,5
"277","Arizona","AZ",5305.58,839.92,885,5330,"U",5,14,-2,"Hot-Dry","Mountain South",9,2,3,3,4,1,2,3
"278","California","CA",3283.42,653.61,2006,491,"U",5,14,-2,"Marine","Pacific",1,2,4,4,0,1,0,2
"279","Virginia","VA",1040.94,136,4207,1183,"U",5,15,-2,"Mixed-Humid","South Atlantic",6,2,1,1,3,-4,1,5
"280","Colorado","CO",3993.27,412.42,5375,861,"U",4,1,-2,"Cold","Mountain North",5,2,4,2,3,-4,1,5
"281","Indiana","IN",18537.74,1868.82,5046,1090,"R",2,15,-2,"Cold","East North Central",2,1,1,2,1,-4,2,0
"282","Kentucky","KY",18450.26,2002.22,4399,1129,"U",2,5,-2,"Mixed-Humid","East South Central",3,1,1,1,4,-4,2,5
"283","Pennsylvania","PA",8913.22,1152.11,5286,923,"U",2,15,-2,"Cold","Middle Atlantic",4,1,2,2,3,0,1,5
"284","New York","NY",5848.98,1308.22,4414,1195,"U",2,11,-2,"Mixed-Humid","Middle Atlantic",2,1,4,3,3,0,2,3
"285","Idaho","ID",5573.41,558.63,6450,620,"U",5,7,-2,"Cold","Mountain North",4,2,4,2,4,0,1,5
"286","Michigan","MI",15102.39,3912.96,6469,839,"R",2,10,-2,"Cold","East North Central",4,1,2,2,1,-4,2,5
"287","Washington","WA",5221.86,551.77,5979,440,"U",2,13,-2,"Cold","Pacific",7,1,1,1,1,-4,3,5
"288","California","CA",2999.16,544.83,1026,1253,"U",2,12,-2,"Hot-Dry","Pacific",3,1,-2,4,4,-4,1,3
"289","Louisiana","LA",13786.75,1295.81,1142,3024,"U",2,11,-2,"Hot-Humid","West South Central",2,1,2,1,2,1,1,5
"290","Arizona","AZ",17323.96,2487.56,4146,1193,"U",2,9,-2,"Mixed-Dry","Mountain South",4,2,1,1,0,-4,2,5
"291","Mississippi","MS",8939.01,1215.6,1471,2589,"R",2,6,-2,"Hot-Humid","East South Central",7,1,2,2,0,0,1,2
"292","Washington","WA",15910.05,1669.83,5044,138,"R",2,14,-2,"Marine","Pacific",1,1,3,3,1,-4,2,0
"293","California","CA",6083.78,495.21,1253,2444,"U",5,10,0,"Hot-Dry","Pacific",5,2,1,-2,0,-4,1,5
"294","Texas","TX",27545.73,3306.55,1848,2836,"U",2,16,-2,"Hot-Humid","West South Central",5,1,3,3,4,1,2,5
"295","Washington","WA",20953.8,2141.68,4338,249,"U",2,15,-2,"Marine","Pacific",5,1,2,3,3,1,3,5
"296","Kentucky","KY",26334.45,3086.04,4270,1141,"R",1,1,-2,"Mixed-Humid","East South Central",7,1,1,1,1,-4,2,5
"297","Hawaii","HI",5892.1,1695.53,0,4868,"U",5,13,-2,"Hot-Humid","Pacific",6,1,5,-2,1,-4,0,0
"298","Maine","ME",1520.4,258.51,7518,411,"U",5,4,-2,"Cold","New England",6,2,-2,1,0,0,1,5
"299","New York","NY",1096.75,617.38,4188,1363,"U",3,13,-2,"Mixed-Humid","Middle Atlantic",6,1,-2,3,1,-4,3,0
"300","Arizona","AZ",3297.81,613.34,1691,3508,"C",3,12,-2,"Hot-Dry","Mountain South",5,1,1,3,1,1,2,5
"301","California","CA",3793.12,669.48,1993,500,"U",2,7,-2,"Marine","Pacific",1,1,2,2,2,1,2,1
"302","Maine","ME",14562.5,2254.28,6594,661,"R",2,13,-2,"Cold","New England",4,1,4,1,3,1,3,5
"303","Virginia","VA",18597.47,2224.52,3366,1692,"U",3,16,-2,"Mixed-Humid","South Atlantic",5,1,2,2,0,-4,1,5
"304","Texas","TX",19093.09,2084.41,1185,3409,"U",2,14,-2,"Hot-Humid","West South Central",7,1,3,3,4,1,3,5
"305","Alaska","AK",5753.72,1302.34,10470,7,"C",2,14,-2,"Very-Cold","Pacific",5,1,-2,1,1,-4,1,5
"306","Illinois","IL",10213.52,1449.99,5976,895,"U",2,16,-2,"Cold","East North Central",4,1,3,3,4,-4,2,5
"307","Michigan","MI",2782.56,559.71,6143,803,"U",3,12,-2,"Cold","East North Central",4,1,4,1,4,1,2,5
"308","Maine","ME",1781.56,371.83,6249,607,"U",4,13,-2,"Cold","New England",1,2,4,1,1,1,1,5
"309","Pennsylvania","PA",3654.5,382.18,4794,1080,"U",5,7,-2,"Mixed-Humid","Middle Atlantic",5,2,1,1,1,-4,1,5
"310","Wisconsin","WI",5584.26,863.5,7344,572,"U",2,8,-2,"Cold","East North Central",2,1,1,1,2,-4,2,5
"311","North Carolina","NC",5937.96,968.41,5186,344,"R",2,7,-2,"Cold","South Atlantic",1,1,-2,1,0,-4,2,5
"312","Kansas","KS",13063.29,1724.4,4571,1541,"C",5,3,-2,"Mixed-Humid","West North Central",2,2,2,2,0,-4,1,5
"313","California","CA",4323.38,710.47,942,2219,"U",1,7,-2,"Hot-Dry","Pacific",5,1,-2,1,0,1,2,5
"314","Nevada","NV",7411.01,969.81,1764,4252,"U",2,11,-2,"Hot-Dry","Mountain South",7,2,2,2,1,0,1,5
"315","North Carolina","NC",15887.6,1713.92,2138,1861,"R",2,14,-2,"Mixed-Humid","South Atlantic",5,1,1,1,2,-4,2,5
"316","New Mexico","NM",15647.7,1482.37,3265,2001,"C",2,12,-2,"Hot-Dry","Mountain South",3,1,1,1,1,0,1,5
"317","California","CA",960.92,84.14,1055,1152,"U",2,5,-2,"Hot-Dry","Pacific",1,1,4,4,0,1,2,5
"318","Florida","FL",12006.66,1529.12,527,3794,"U",2,16,-2,"Hot-Humid","South Atlantic",8,1,1,1,2,-4,2,5
"319","Iowa","IA",14332.91,1301.97,7837,770,"C",2,12,-2,"Cold","West North Central",4,1,1,1,1,-4,2,1
"320","Illinois","IL",10607.52,1123.5,5723,966,"R",2,14,-2,"Cold","East North Central",5,1,1,2,3,0,2,5
"321","Vermont","VT",5544.2,1212.5,6682,808,"U",2,13,-2,"Cold","New England",2,1,4,1,3,0,1,4
"322","North Carolina","NC",15164.35,1927.13,2148,2035,"R",2,4,-2,"Hot-Humid","South Atlantic",7,2,1,2,0,0,1,5
"323","South Carolina","SC",9330.1,1129.18,2265,1842,"U",4,8,-2,"Mixed-Humid","South Atlantic",4,2,1,1,2,0,1,5
"324","New York","NY",5586.05,787.26,6135,752,"U",2,12,-2,"Cold","Middle Atlantic",3,1,1,1,2,0,2,5
"325","Texas","TX",2003.41,433.72,599,3829,"U",2,12,-2,"Hot-Humid","West South Central",2,1,4,4,1,1,0,5
"326","District of Columbia","DC",4970.06,592.2,4009,1313,"U",5,1,-2,"Mixed-Humid","South Atlantic",6,2,4,4,3,0,0,5
"327","Texas","TX",10470.73,1228.05,2036,3255,"U",2,6,-2,"Hot-Dry","West South Central",7,1,2,2,1,-4,0,5
"328","Oregon","OR",14627.34,1632.08,6030,289,"R",1,13,-2,"Cold","Pacific",6,1,1,1,4,0,2,5
"329","Washington","WA",8948.82,925.77,4641,157,"U",2,13,-2,"Marine","Pacific",1,1,4,3,2,-4,3,2
"330","Indiana","IN",12000.73,1745.4,4637,1125,"R",2,11,-2,"Mixed-Humid","East North Central",8,1,1,1,1,1,1,5
"331","Florida","FL",14561.69,1501.13,366,4108,"U",3,11,-2,"Hot-Humid","South Atlantic",6,1,2,3,1,1,2,3
"332","Florida","FL",19032.34,1974.19,205,4499,"U",2,11,-2,"Hot-Humid","South Atlantic",7,2,1,-2,4,0,1,5
"333","Kansas","KS",11579.51,1559,4327,1625,"U",2,16,-2,"Mixed-Humid","West North Central",8,1,1,1,1,1,2,5
"334","New York","NY",13184,1553.19,6147,792,"R",2,14,-2,"Cold","Middle Atlantic",3,1,5,2,1,0,2,5
"335","Massachusetts","MA",5238.45,734.28,5585,957,"U",5,4,0,"Cold","New England",1,2,2,2,2,-4,1,3
"336","Kentucky","KY",5007.07,808.91,3948,1513,"U",4,13,-2,"Mixed-Humid","East South Central",6,2,2,2,4,-4,1,0
"337","Connecticut","CT",3340.02,800.46,4807,996,"U",4,1,-2,"Cold","New England",3,2,4,4,0,-4,1,1
"338","Kentucky","KY",27703.42,2675.42,4608,1159,"U",2,3,-2,"Mixed-Humid","East South Central",8,2,1,1,1,1,2,5
"339","Arizona","AZ",6340.91,1072.49,2554,2021,"C",2,11,-2,"Hot-Dry","Mountain South",1,1,5,1,4,0,2,5
"340","Massachusetts","MA",5560.23,959.55,5379,897,"U",5,4,-2,"Cold","New England",4,2,-2,1,1,-4,1,5
"341","Iowa","IA",11628.03,1275.83,6049,945,"U",2,15,-2,"Cold","West North Central",3,1,2,2,1,-4,2,1
"342","Colorado","CO",11264.09,-38.63,5222,1523,"U",2,16,-2,"Cold","Mountain North",6,1,2,2,2,0,2,5
"343","West Virginia","WV",17667.51,1859.71,4574,1121,"U",2,14,-2,"Mixed-Humid","South Atlantic",7,1,1,1,4,0,2,5
"344","Texas","TX",3443.91,469.03,1962,2676,"U",5,13,-2,"Hot-Humid","West South Central",5,2,2,2,4,-4,3,0
"345","California","CA",2238.8,438.25,2278,309,"U",5,15,-2,"Marine","Pacific",1,2,-2,4,4,-4,0,2
"346","Washington","WA",21068.96,1899.03,4897,131,"U",2,14,-2,"Marine","Pacific",5,2,-2,4,3,0,0,0
"347","Massachusetts","MA",3584.94,894.37,5237,617,"U",4,10,-2,"Cold","New England",8,2,4,2,0,-4,1,5
"348","California","CA",3621.8,1028.8,1013,1196,"U",2,14,-2,"Hot-Dry","Pacific",2,1,4,1,3,-4,2,4
"349","Maryland","MD",8787.26,1057.78,3797,1533,"U",5,14,-2,"Mixed-Humid","South Atlantic",5,1,1,3,2,0,3,5
"350","New Hampshire","NH",12706.56,2297.14,6563,663,"R",2,16,-2,"Cold","New England",1,1,4,4,1,-4,2,5
"351","Massachusetts","MA",2397.76,638.77,6050,714,"U",5,14,-2,"Cold","New England",5,2,4,1,0,1,1,0
"352","Florida","FL",5981.54,663.64,443,4068,"U",4,1,-2,"Hot-Humid","South Atlantic",6,2,1,1,0,1,2,1
"353","Ohio","OH",8919.55,1062.4,5390,837,"U",2,16,-2,"Cold","East North Central",5,1,3,3,4,0,2,2
"354","New Jersey","NJ",13142.79,1840.08,4827,1065,"U",2,16,-2,"Cold","Middle Atlantic",3,1,3,3,2,1,2,5
"355","Arizona","AZ",7029.07,1060.01,1480,3847,"U",5,10,-2,"Hot-Dry","Mountain South",3,2,1,1,4,0,1,5
"356","Mississippi","MS",28115.65,2496.61,1434,2543,"R",2,14,-2,"Hot-Humid","East South Central",2,1,3,3,2,1,3,5
"357","Florida","FL",16512.1,1887.29,94,4919,"U",2,15,-2,"Hot-Humid","South Atlantic",6,1,1,-2,0,1,2,5
"358","Mississippi","MS",15406.11,1590.97,2352,2020,"C",1,8,-2,"Mixed-Humid","East South Central",6,1,1,1,4,0,2,5
"359","Louisiana","LA",5812.55,629.8,1448,2558,"R",1,4,1,"Hot-Humid","West South Central",7,1,1,1,1,1,1,5
"360","New Hampshire","NH",4497.44,919.29,6157,841,"U",1,9,-2,"Cold","New England",4,1,2,2,4,1,2,5
"361","Georgia","GA",11816.16,1778.36,1543,2743,"U",4,6,-2,"Mixed-Humid","South Atlantic",6,2,1,1,4,1,1,3
"362","Pennsylvania","PA",6140.27,1037.71,5169,967,"U",5,3,-2,"Cold","Middle Atlantic",2,2,4,2,0,-4,1,4
"363","California","CA",2405.79,470.94,2000,507,"U",2,4,-2,"Marine","Pacific",2,1,-2,2,0,1,2,5
"364","Colorado","CO",4716.87,670.32,5625,860,"U",2,7,-2,"Cold","Mountain North",4,1,-2,1,0,1,1,5
"365","Utah","UT",9597.07,1185.3,7801,216,"U",2,14,-2,"Cold","Mountain North",7,1,1,1,2,0,2,5
"366","Nebraska","NE",11054.78,1322.77,6574,858,"R",2,12,-2,"Cold","West North Central",1,1,1,1,1,1,1,5
"367","Wisconsin","WI",9137.57,1483.06,7390,641,"U",2,11,-2,"Cold","East North Central",6,1,1,1,2,-4,1,5
"368","Wyoming","WY",3405.88,464,8747,66,"C",2,14,-2,"Cold","Mountain North",1,1,-2,3,4,-4,2,5
"369","Alaska","AK",3215.01,850.64,12437,0,"R",1,8,1,"Subarctic","Pacific",8,1,-2,5,0,0,0,5
"370","Alabama","AL",7171.36,1207.7,1409,2783,"R",2,6,-2,"Hot-Humid","East South Central",8,1,-2,2,4,-4,1,0
"371","California","CA",9534.04,1505.99,1088,934,"U",2,16,-2,"Hot-Dry","Pacific",4,2,4,4,2,-4,0,5
"372","Utah","UT",3482.38,468.92,7364,252,"C",3,9,-2,"Cold","Mountain North",5,1,2,2,1,0,1,2
"373","Ohio","OH",17645.74,2101.78,5578,802,"U",2,16,0,"Cold","East North Central",2,1,1,1,4,0,2,5
"374","California","CA",7368.07,1753.69,1624,1850,"U",2,15,-2,"Hot-Dry","Pacific",2,1,1,1,2,-4,2,5
"375","Colorado","CO",10294.1,1126.78,6255,738,"R",2,14,-2,"Cold","Mountain North",4,1,4,2,2,-4,2,2
"376","Arizona","AZ",16750.4,2134.97,1216,4602,"U",2,14,-2,"Hot-Dry","Mountain South",9,1,1,1,1,-4,2,4
"377","Kansas","KS",7893.67,1135.22,4731,1392,"U",5,11,-2,"Mixed-Humid","West North Central",7,2,1,1,0,-4,1,5
"378","New Mexico","NM",4974.71,652.08,5075,924,"U",2,13,-2,"Cold","Mountain South",9,1,4,1,2,-4,2,5
"379","Ohio","OH",9992.72,1167.03,4780,1124,"U",3,14,-2,"Cold","East North Central",8,1,2,2,3,-4,1,5
"380","New Hampshire","NH",15761.97,2670.43,6212,742,"R",2,15,-2,"Cold","New England",6,1,1,4,2,-4,2,5
"381","Nebraska","NE",14177.01,1501.92,5791,1055,"C",2,16,-2,"Cold","West North Central",1,2,2,2,4,0,2,4
"382","New Jersey","NJ",15800.89,2846.2,4275,1347,"U",3,16,-2,"Cold","Middle Atlantic",9,1,3,3,1,-4,3,5
"383","Illinois","IL",3850,543.78,5498,1229,"U",2,6,-2,"Cold","East North Central",2,1,-2,2,2,0,1,5
"384","Virginia","VA",6134.6,823.87,2845,1766,"C",4,5,1,"Mixed-Humid","South Atlantic",5,2,1,2,1,0,2,5
"385","Illinois","IL",10459.86,504.55,5977,961,"U",2,13,-2,"Cold","East North Central",3,1,3,3,1,1,2,5
"386","Arizona","AZ",10065.57,1564.25,1355,4045,"U",2,15,-2,"Hot-Dry","Mountain South",5,1,2,1,1,-4,2,5
"387","Connecticut","CT",3874.41,911.7,5070,1172,"U",2,15,1,"Cold","New England",1,1,4,1,3,-4,1,5
"388","New Mexico","NM",5497.74,722.16,3949,1477,"U",3,14,-2,"Mixed-Dry","Mountain South",5,1,1,1,1,0,2,5
"389","Washington","WA",18321.92,1103.39,4946,888,"C",2,2,-2,"Cold","Pacific",4,1,2,1,2,-4,1,5
"390","North Carolina","NC",7287.23,830.51,2615,1758,"U",2,11,-2,"Mixed-Humid","South Atlantic",6,1,1,1,2,0,2,5
"391","Maryland","MD",10443.21,1268.61,3789,1531,"U",2,9,-2,"Mixed-Humid","South Atlantic",2,1,1,1,1,1,1,5
"392","Texas","TX",10480.73,1195.54,1850,2885,"U",3,14,-2,"Hot-Humid","West South Central",4,1,2,2,3,1,2,1
"393","New York","NY",1613.36,578.35,4212,1372,"U",5,15,-2,"Mixed-Humid","Middle Atlantic",1,2,5,4,2,-4,0,3
"394","Vermont","VT",3855.11,889.2,7174,641,"C",3,14,-2,"Cold","New England",1,1,-2,1,1,1,1,5
"395","Iowa","IA",12669.85,1522.42,6181,970,"C",2,13,-2,"Cold","West North Central",4,1,3,3,3,-4,3,5
"396","New York","NY",11116.38,973.61,6664,828,"C",4,11,-2,"Cold","Middle Atlantic",6,2,3,3,0,1,2,0
"397","Missouri","MO",13741.1,1808.49,5680,968,"R",2,11,-2,"Cold","West North Central",1,1,2,2,3,-4,1,5
"398","Kentucky","KY",6530.89,631.44,4612,1158,"U",5,6,-2,"Mixed-Humid","East South Central",3,2,2,2,1,-4,0,5
"399","New Hampshire","NH",12309.14,2225.43,6360,624,"U",2,16,-2,"Cold","New England",6,1,5,3,1,1,3,5
"400","Ohio","OH",10046.79,1266.25,4690,1137,"C",2,14,-2,"Cold","East North Central",2,1,2,2,2,1,2,5
"401","California","CA",8588,1470.02,766,1821,"U",2,16,-2,"Hot-Dry","Pacific",3,1,4,1,2,1,2,5
"402","Washington","WA",12177.85,1359.56,5170,90,"U",2,1,-2,"Marine","Pacific",8,2,-2,5,0,0,0,5
"403","Vermont","VT",9565.04,2685.21,7923,382,"C",3,15,-2,"Cold","New England",5,1,4,4,2,0,0,5
"404","Oklahoma","OK",24368.83,2332.27,3371,1348,"R",2,13,-2,"Mixed-Humid","West South Central",5,1,1,1,4,1,2,5
"405","South Carolina","SC",12349.08,1601.11,1897,2391,"R",5,14,-2,"Mixed-Humid","South Atlantic",9,2,1,4,0,1,1,2
"406","South Dakota","SD",14473.14,1743.22,7118,977,"R",2,15,-2,"Cold","West North Central",6,1,1,1,1,-4,0,0
"407","North Carolina","NC",11336.95,1562.53,2660,1718,"U",2,15,-2,"Mixed-Humid","South Atlantic",7,1,2,2,1,0,1,0
"408","New Hampshire","NH",12784.51,2603.03,6360,633,"R",2,14,-2,"Cold","New England",4,1,2,1,2,0,1,4
